dt,usr,title,body
2010-12-9 13:24:40,bellevie,日内瓦公务翻译1名,+41(0)767722297  Isa
2010-12-4 23:54:24,lstsy,想找实习的人进来看看,"我现在在印度餐厅实习，老板人不错，叫我帮他问一下有没有人愿意在1月份中旬开始实习，时间一共是6个月。。月工资 1160 ，包吃包住，吃的还可以，住的也不是很差。总之我还蛮满意的。如果有人愿意的话，回个话，我和老板说一下。
地点，Nyon , Glond ,还有 montreux ，目前他有三家餐厅
我在NYON   ，NYON 最好"
2010-12-7 09:00:55,ccr,中餐馆招一名女服务员(Luzern),"本帖最后由 ccr 于 2010-12-25 23:03 编辑 
此招聘以结束谢谢大家的关注！
                         tel:076-3199788
                        QQ:1120670303
                        地址：huaptgasse 46 ch-6130 willisau
                           www.changcheng-willisau.ch"
2010-11-24 23:12:06,xiaoxiaowang,急找周末工,"本店急需周末工,有意者打0324264203"
2010-11-28 21:44:53,兽性也温柔,找楼面,瓦莱州地区招楼面（女）一名，不要求语言和工作经验，可随时开工。有意者 0765085508 联系
2010-11-18 16:03:14,小缘08,诚聘女实习生,"本店位于Vaud州一个著名滑雪场,需要一名酒店管理的女实习生,12月份开工,包吃包住,待遇从优,有外国同事一起工作,可以锻炼法语,还有外餐服务技巧,有意者电话联系.
联系电话  076 433 88 98"
2010-11-23 15:13:57,ismiyake,(招聘) Terminal Pre-sales Engineer in Bern,"本帖最后由 ismiyake 于 2010-11-23 17:46 编辑 
Company : The fortune 500 companies
Office location : Bern
Job title : Pre-Sales EngineerDay to day Responsibilities：1) Terminal product testing: execute terminal product testing with customer support. 2) Requirements collection and communication: correctly gather and transfer the requirements between customers and headquarter. 3) Bug tracing: Trace and report the bugs to R&D center. Clarify the solution with R&D engineers and customers.4) Customer relationship: Establish and keep good relationship and cooperation with technical engineer of customers.5) Project management: responsible for purchase order handling, handle customer customization items and helps product manager task.Requirements: 1) Computer, Telecommunication, Electric engineering, or with other IT academic background.2) Basic knowledge of software testing and development. 3) Teamwork: Ability of good communication and coordination.4) Language skills : fluent English, speak basic German and Chinese is preferred.5) The person should have a strong sense of responsibility and take the serious and meticulous attitude during working. If you are interested in applying for this job, please send your CV to : stanley.shih@huawei.com"
2010-11-26 23:47:55,连伟源,品香源餐馆,"本帖最后由 连伟源 于 2010-11-27 10:07 编辑 
本餐馆位于 interlaken 需要楼面工一名（B证）有意者请来电 0763218188 或 weiyuan_sh@hotmail.com 联系"
2010-11-24 23:14:42,xiaoxiaowang,酒馆实习生,"本店招酒管实习生,包吃住,有工作经验者优先.032 426 4203"
2010-11-21 15:36:47,xiaoxiaowang,帮忙带小孩,"帮朋友发帖子,找人帮忙带小孩032426 4203"

2010-10-24 15:15:11,andreas1943,zürich收厨师 和 帮厨 一名,zürich飞机场中餐馆要厨师和帮厨一名  帮厨12月开工  厨师面谈 电话0788004236
2010-11-22 14:46:05,xiexusong,洛桑中餐馆招工,"餐馆位于洛桑郊区，从sallaz乘一部车可到，现招聘
服务生一名，女，有一定法语基础，包吃不包住
帮厨一名，男，有1年以上经验，包吃不包住
以上人员12月1日开始上班，住sallaz附近的优先
电话:0794203647 早上10点到12点，下午2点到6点，晚上10点之后 有人接"
2010-11-11 18:24:36,XIAOHEZI,招聘擅长乐器演奏者,"餐馆诚聘擅长乐器演奏者, 乐器种类不限, 适合节日在餐厅演奏即可.
要求乐器自备, 男女不限, 可包食宿. 工资和其他条件面议.
有意者,请致电, 032 426 42 03
谢谢大家合作."
2010-11-11 18:18:47,XIAOHEZI,"餐馆招聘周末工,节日工","本帖最后由 XIAOHEZI 于 2010-11-11 19:26 编辑 
餐馆诚聘周末工, 节日工, 要求会基本法语, 最好有工作经验, 男女不限, 包吃住，工资待遇面议.
有意者请致电, 032 426 4203"

2010-10-24 23:47:22,andreas1943,找大厨,苏黎世找大厨一名    经验丰富的来                    电话044 881 46 33
2010-10-30 12:39:26,silver12,苏黎世中餐招人,"本帖最后由 silver12 于 2010-10-30 13:40 编辑 
就在ZURICH HB旁边
招1-2人 明年开工 男女都可 
具体情况请打电话 044 2128544(周一到周六9点-20点，周日休息无人接听)"
2010-10-9 23:01:11,lam,发帖在洛桑找个大厨,"本帖最后由 lam 于 2010-11-5 11:00 编辑 
找个大厨要有多年经验.要有证件.最好会做川菜.待遇面谈.有意者请电0765850629.
无证免扰.谢谢.留言的时候留个电话我会尽快复你.(s2143a)顺便在为1月份招聘2名服务生.要有证件的.谢谢.学生也可以."
2010-11-7 21:33:39,konica12031203,招聘SIHH日内瓦钟表展女司仪一位,"本帖最后由 konica12031203 于 2010-11-8 01:11 编辑 招聘SIHH日内瓦钟表展女司仪一位
时间: 2010年1月17日一整天（早八点至晚6，7点左右，超时另算）
薪酬: 一天约税前300CHF。
地点:日内瓦PALEXPO
要求:
精通法语，中文和基本的英文
身高在158到164之间，体重不超过55KG，（最好穿得下36码的鞋）
若有做过展览会的经验最好。
有意者请附上你的法语CV，电话号码到: lingjia_gu@hotmail.com 或在此留言给我，谢谢。"
2010-11-16 19:04:50,takaaki,洛桑餐厅招人,"洛桑市中心日本料理店
招聘12月份前后可以上班的 服务员一名，需要有证件，年龄35岁以下非诚勿扰
请寄简历到takaaki@live.cn 或者电话联系0765830617"
2010-11-16 16:07:37,visclou,lausanne中餐厅招服务生,"本帖最后由 visclou 于 2010-11-28 23:36 编辑 
这是一家位于lausanne附近的中餐厅，现需服务生，具体细节请电话联系， 078 831 39 27，我姓马，谢谢。"
2010-11-14 13:12:45,ccr,中餐馆急招一名女服务员,"本帖最后由 ccr 于 2010-11-19 22:03 编辑 
工资待遇以个人的工作人力而定，相关招聘信息如下：
1：餐馆包吃住
2：要求有基本的德语水平，无工作经验要求。
3：希望能长期性工作，全职负责服务员工作。
     有以者请尽快联系：
                         tel:076-3199788
                        QQ:1120670303
                        地址：huaptgasse 46 ch-6130 willisau
              www.changcheng-willisau.ch"
2010-11-10 23:09:37,maggie88316,寻IT专业人士,"如题，想找一个懂程式编辑..etc的it高手
有意者请站内联系～ 谢谢"
2010-11-10 09:44:59,tango,诚聘保姆一名,"苏黎世招保姆一名，包吃住，薪水面议，要求要有爱心，有带孩子经验的优先。
联系方式，0765877188"
2010-11-8 18:16:24,炽天使,找楼面一名,瓦莱州地区找楼面（女性）一名，不要求工作经验和语言，有意者站内短信联系。
2010-10-28 14:53:28,Rick,洛桑中餐 招聘楼面,"洛桑新开中餐招聘楼面  有法语基础 和楼面经验者优先。
联系电话  0765152550   施女士"
2010-11-6 12:04:45,小缘08,诚聘女服务员,Vaud 州中餐找楼面，会基本法语，有工作经验，联系电话  076 433 88 98
2010-11-5 13:17:56,Snak,。 。 。,"本帖最后由 Snak 于 2010-11-5 17:50 编辑 
人 已 经 找 到 ， 谢 谢 大 家"
2010-11-3 19:47:34,guojian0424,寻找楼面(sion),"本帖最后由 guojian0424 于 2010-11-6 18:58 编辑 
本店现聘一楼面，要求工作能力强，善于沟通，最好会基本法语
男女不限。。。非诚勿扰。(本店位置在SION)
       联系电话 0795313865 郭先生"
2010-10-29 12:56:22,小缘08,招聘楼面 女生,Vaud 州中餐找楼面，会基本法语，有工作经验，联系电话  076 433 88 98
2010-10-23 11:25:42,kai,急！！！！(谢谢蚂蚁论坛  已经找到人）,"本帖最后由 kai 于 2010-11-4 17:24 编辑 
（！！！"
2010-10-29 21:21:10,ccr,LUZERN中餐招聘服务生一名,"本帖最后由 ccr 于 2010-11-11 03:01 编辑 
本餐馆需要一名女服务员会基本德语，餐馆包吃住，工资待遇按工作能力来定。具体情况可以通过以下联系方式进行了解。
                                           email:changcheng-willisau@hotmail.com
                                               tel:076/3199788
                                               QQ:1120670303"
2010-10-14 12:29:13,recen,苏黎世酒吧招实习女学生,一月一号 到六月底 每周2天假 工资包吃不包住到手2000.小费500左右一个月. 有兴趣的请电话联络0763021899.
2010-10-20 20:33:27,shannon,找看小孩的阿姨,每周二到周五？
2010-10-27 14:12:14,visclou,lausanne中餐厅招聘服务生,如有意请来电，078 831 39 27， 谢谢
2010-10-23 23:43:39,denis43,中餐館找有證樓面.,"    中餐館找有證樓面,有經驗,懂法文優先考慮,請留电話,當即回覆."
2010-10-21 01:03:28,computer,找个照顾小孩的,"小孩两个月大，在LUZERN,
想找个有经验的阿姨照顾，长期的可以包吃住，或者就星期五，六晚上，
有意者请联系0786146768，谢谢。"
2010-10-19 14:11:32,visclou,找照顾小孩的人,"大家好，我们住在lausanne, 有一个2岁的孩子，现想找个阿姨照顾，如有兴趣请打电话，
078 831 39 27"
2010-10-20 13:59:58,visclou,找照顾小孩的阿姨,"本帖最后由 visclou 于 2010-10-20 15:01 编辑 
电话，078 831 39 27"
2010-10-6 19:54:19,newfeifei,有偿搬家（苏黎世）,"本帖最后由 newfeifei 于 2010-10-19 20:29 编辑 
有偿找人搬家， 从货车内到底楼 。
时间 10月30号下午
地点  苏黎世 附近
工资站内或者电话联系（0762683755）谢谢先！"
2010-10-11 13:20:09,visclou,lausanne 中餐厅招聘酒店管理实习学生,"本帖最后由 visclou 于 2010-10-18 15:59 编辑 
大家好，本餐厅地处在lausanne附近, 现招聘为期6个月左右的酒店实习学生，因为住宿原因，只招聘女学生，请有意者同我电话联系，电话是078 831 3927， 谢谢。"
2010-10-15 13:59:46,Rick,洛桑餐厅 招工,"本帖最后由 Rick 于 2010-11-4 01:43 编辑 
洛桑 餐厅 招收 楼面 和帮厨 
有意者电联  0763589720 邹老板"
2010-10-8 15:03:21,denis43,求有証樓面,"急找一名有証樓面,有工作經驗者更佳.有興趣者請留下电話,當馬上回覆.謝各位"
2010-10-10 16:07:38,pingschmid,帮人看孩子，苏黎世,有人愿意帮人看孩子吗？ 也就是一个月的时间，而且也不是每天！
2010-10-10 18:08:12,jameswu,招聘短期家务工,"本帖最后由 jameswu 于 2010-10-10 19:10 编辑 
地点：basel 市中心
工作内容：一日两餐（中餐，晚餐，一家三口） 洗碗及收拾家务，含出门买日用品及饭后收拾。不必住家，时间相对灵活
时间：至少两个星期（周一到周五）
要求：女孩（因家有小baby），善于做饭菜
无需任何做作许可，但要有瑞士合法居留证件。
工资可议
从下周末开始，有意请联系dreamboydream@hotmail.com，必回"
2010-10-3 19:58:55,BLEUCIEUL1977,找工作,"本人会说点英语，也会做些厨房。现在迫切要求一份厨房或者楼面的工作，待遇多少无所谓，若各位兄弟姐妹们有这方面消息的话,敬请转告我,本人定给酬谢。先拜谢大家了。邮箱：XIEDANIEL1975@HOTMAIL.COM本人会说点英语，也会做些厨房。现在迫切要求一份厨房或者楼面的工作，待遇多少无所谓，若各位兄弟姐妹们有这方面消息的话,敬请转告我,本人定给酬谢。先拜谢大家了。邮箱：XIEDANIEL1975@HOTMAIL.COM本人会说点英语，也会做些厨房。现在迫切要求一份厨房或者楼面的工作，待遇多少无所谓，若各位兄弟姐妹们有这方面消息的话,敬请转告我,本人定给酬谢。先拜谢大家了。邮箱：XIEDANIEL1975@HOTMAIL.COM本人会说点英语，也会做些厨房。现在迫切要求一份厨房或者楼面的工作，待遇多少无所谓，若各位兄弟姐妹们有这方面消息的话,敬请转告我,本人定给酬谢。先拜谢大家了。邮箱：XIEDANIEL1975@HOTMAIL.COM本人会说点英语，也会做些厨房。现在迫切要求一份厨房或者楼面的工作，待遇多少无所谓，若各位兄弟姐妹们有这方面消息的话,敬请转告我,本人定给酬谢。先拜谢大家了。邮箱：XIEDANIEL1975@HOTMAIL.COM本人会说点英语，也会做些厨房。现在迫切要求一份厨房或者楼面的工作，待遇多少无所谓，若各位兄弟姐妹们有这方面消息的话,敬请转告我,本人定给酬谢。先拜谢大家了。邮箱：XIEDANIEL1975@HOTMAIL.COM本人会说点英语，也会做些厨房。现在迫切要求一份厨房或者楼面的工作，待遇多少无所谓，若各位兄弟姐妹们有这方面消息的话,敬请转告我,本人定给酬谢。先拜谢大家了。邮箱：XIEDANIEL1975@HOTMAIL.COM本人会说点英语，也会做些厨房。现在迫切要求一份厨房或者楼面的工作，待遇多少无所谓，若各位兄弟姐妹们有这方面消息的话,敬请转告我,本人定给酬谢。先拜谢大家了。邮箱：XIEDANIEL1975@HOTMAIL.COM本人会说点英语，也会做些厨房。现在迫切要求一份厨房或者楼面的工作，待遇多少无所谓，若各位兄弟姐妹们有这方面消息的话,敬请转告我,本人定给酬谢。先拜谢大家了。邮箱：XIEDANIEL1975@HOTMAIL.COM各位好！本人会说点英语，也会做些厨房，现在迫切想找一份工作。待遇高低无所谓，如果哪位兄弟姐妹有这方面消息的话，敬请告诉我。本人定给酬谢。先拜谢了。邮箱：XIEDANIEL1975@HOTMAIL.COM"
2010-9-8 08:06:09,试金石,招聘保姆,"招聘保姆一名在苏黎世，希望有爱心的有喜欢小朋友的，我们提供包吃包住。联系方式
0765156532"
2010-9-14 14:20:35,computer,找有多年经验的厨师一名,找有多年经验的厨师一名，有兴趣的留下电话号码。
2010-9-7 13:38:01,tango,招聘厨师,苏黎世中餐馆招厨师，具体面谈。联系方式0765877188

2010-9-22 22:05:16,xfnan,招有经验的厨师,日内瓦找有经验且有证的厨师，有意者留下电话，具体面谈。
2010-8-30 23:24:00,fatfatcookiey,"LAUSANNE,招聘中餐厨师",在洛桑哪里啊?有时间去帮衬你(s2136a)
2010-9-6 23:00:19,dylanskily,Lausanne餐厅找厨房,"Lausanne餐厅找厨房     
要有证
请点0213127989       0792480270"
2010-9-1 13:37:39,XIAOHEZI,招聘大厨和酒店学生各一名,"本店需要大厨一名，要求有丰富工作经验，熟练掌握各种包点心的方法，包吃住，工资待遇面议。PS, 名副其实大厨，非诚勿扰。多谢。
另外，本店需要一名酒店管理的实习生，男女不限，9月开工。多谢。
有议者，请致电本店。032 426 4203 。 谢谢合作。"

2010-8-31 14:49:09,visclou,找短期杂工,"本帖最后由 visclou 于 2010-9-11 10:10 编辑 
是从9月17日到9月26日找杂工，工作地点在lausanne，在beaulieu展览馆，3号车可以到，主要做服务，清洁等，需要有基本法语水平，良好的身体状况，最好有些餐饮服务经验，每天150元，需有瑞士居住证或学生证， 请和我联系 078 831 39 27 我姓马"
2010-8-16 19:21:30,tango,招聘,苏黎世餐厅找实习学生，或临时工。联系电话0763836466
2010-9-6 22:06:51,takaaki,找11月份前后可以实习的酒店实习生3名,"本帖最后由 takaaki 于 2010-9-10 19:18 编辑 洛桑市中心日本料理点
招聘11月份前后可以实习的酒店实习生3名，请寄简历到takaaki@live.cn 或者电话联系0765830617"
2010-9-8 15:06:09,99548668,已删除,"本帖最后由 99548668 于 2010-9-10 15:37 编辑 
已删除"
2010-8-16 20:50:40,ccr,Luzern招聘临时工（学生）,"本帖最后由 ccr 于 2010-9-30 15:04 编辑 
有那位学生希望在周末找临时工的可以跟我们餐馆联系，所有条件必须面谈！
我们将根据工作经验和个人能力有制定相关待遇！
              有兴趣的同学可以联系：
                                           email:changcheng-willisau@hotmail.com
                                               tel:076/3199788
                                               QQ:1120670303
                                   地址:hauptagsse 46
                                          6130 willisau"
2010-9-2 13:35:07,小缘08,招女熟手服务员,"沃州中餐招熟手女服务员一名,法语流利,需有丰富的工作经验,如无以上必备条件者,请勿打电话.
联系电话  024 463 40 29"
2010-8-30 19:40:55,gaobi,招聘帮厨，,卢塞恩中餐馆，需一名有证帮厨，，，电话，0788727006。。
2010-8-30 12:25:32,汉升旅游,招卢塞恩附近德语翻译一名，9月6日下午,"时间：2010年9月6日14.45-16.00地点：
Verkehrshaus der Schweiz
Lidostrasse 5
CH-6006 Luzern公务内容：参观交通博物馆中的轨道交通厅，给考参团提供翻译。费用：60欧元+20欧元交通补助联系我们：Tel +49 221 25918274Email info@eutravel4u.com
轨道交通厅相关内容见http://www.verkehrshaus.ch/de/museum/schienenverkehr/"
2010-8-7 18:49:53,computer,找厨艺高超的厨师,"找厨艺高超的厨师一名，
有兴趣的请联系 iam2155@hotmail.com"
2010-7-27 22:50:21,visclou,招聘中餐厨师,"你们好, 本店在LAUSANNE, 需招聘一名持有工作证的中餐厨师, 请有意者发邮件给 
vislcou@yahoo.com 谢谢."
2010-7-9 14:24:20,layak,找一名中餐厨师,"在瓦莱地区，有家餐馆要寻找一名中国厨师，
有意思着请联系我，，站内联系"
2010-8-10 13:27:18,visclou,短期厨师报酬优厚,"本帖最后由 visclou 于 2010-8-12 06:53 编辑 
大家好，本中餐店位于LAUSANNE ，从9月16日到9月27日将在lausanne 商品展览会期间聘短期厨师，需有工作证，做10天，请感兴趣的朋友速同我联系，visclou@yahoo.com, 非常感谢。"
2010-8-3 04:49:25,music,"急聘酒吧营销员俩名,工资待遇优厚",这个工作就具体了.....不会德语..
2010-8-9 23:39:16,寄情殇,找女生工,"如题   女孩出国才没多久   语言还未学的流利   
      出外花钱比较大   希望能找一份工作先 
    可以边学边做     女孩工作勤快  做事认真  
    还很年轻 希望大家可以给多点机会     
  如果你手上有那么一份女生的工作   麻烦你留下你的电话   
  或者在回复里    我每天会上来看   如果有的话   我会留下联系方式的"
2010-7-26 19:08:29,兽性也温柔,删,"本帖最后由 兽性也温柔 于 2010-8-12 09:25 编辑 
，，，，，，，"
2010-8-5 14:28:55,tintin,旅游公司招聘办公室人员,"大家好, 
由于业务发展, 日内瓦欧亚立信旅游公司现招聘若干机票销售人员, 有兴趣的朋友可以前往一试哦!
欧亚立信的电话: 022 733 7121
邮件可以发LV@EURASIE.CH"
2010-7-31 10:12:41,eeyore,急聘公关小姐数名,"本酒吧位于Basel，急聘公关小姐数名。
如有兴趣请站内或E-mail联系：andreayu666@gmail.com
联系人：Andrea"

2010-8-2 14:24:32,visclou,招聘厨师,"本帖最后由 visclou 于 2010-8-2 21:01 编辑 
本店从9月16日到9月27日为lausanne comptoi suisse 招聘短期厨师，持有工作证，请有意者同我联系，visclou@yahoo.com, 谢谢。"
2010-7-30 01:19:31,孤独一方,餐馆请人,瓦莱州 一中国餐厅找位楼面 男女不限 会说德语。 条件面谈。。联系电话0763367875
2010-7-30 00:19:31,visclou,招聘临时工,9月17到9月26，需一人帮忙做LAUSANNE展览COMPTOI SUISSE ，需有证，做过餐饮，报酬优厚， 有意者请发邮件，VISCLOU@YAHOO.COM
2010-7-14 11:45:41,sylviayuyang,日内瓦求英语翻译,"某国家部门一行15人要来日内瓦培训2个星期，９月３－２２日全天英文授课，需要两名英文翻译
 其间，他们还要去意大利罗马和维也纳旅游。
待遇优厚，详情面谈。
有意者请联系 sister2us@yahoo.com"
2009-11-27 14:21:09,recen,苏黎世餐厅加酒吧找长工。,苏黎世餐厅加酒吧在altstetten 招长工一名 女， 要求会德语 有餐厅或酒吧工作经验。月薪3700 到手3100 小费最少600。5个礼拜带薪大假。休息时间固定 每个礼拜1个全天2个半天。2010 年一月底开工。联系电话 0763021899 胡先生。
2010-6-19 09:41:55,takaaki,洛桑餐馆招服务员,本帖最后由 takaaki 于 2010-7-23 00:28 编辑 洛桑餐馆招 有证件，会基本法语的服务员2名，另找9月份前后可以实习的酒店实习生3名，请寄简历到takaaki@live.cn 或者电话联系0765830617另外找part time service（晚上和周末）2名，要求会法语
2010-7-14 13:49:22,kefeng,招聘银行主管助手,"下次招到合适的请交中介费
CIM记住了，hoho"
2010-6-30 21:20:55,doglove,苏黎世中泰餐诚聘厨师和楼面,"本帖最后由 doglove 于 2010-7-16 22:37 编辑 
找到了,谢谢"
2010-5-19 11:41:20,zhengbang,餐馆招工,卢塞恩餐厅急需楼面，厨房。长工，实习生都要。请速联系：0414409933.联系王先生
2010-7-8 09:44:23,freetojoywei,招聘启事 - 保姆,诚聘一位保姆，帮忙照看一个两岁半的小男孩，孩子很聪明，精力充沛。 孩子每天上午8：30 – 12：30上幼儿园，希望保姆的工作时间为12：30 – 18：30。希望应聘者年龄在30-50岁，普通话流利，最好自己有小孩子，有相关的工作经验，最好是幼儿教育的经验。有耐心和爱心，注重与孩子的交流和沟通，喜欢讲故事做游戏等等，愿意带孩子积极参加户外活动，鼓励其与其他小孩子的互动。 工作时间从九月初开始，工资面议。 请有意者联系彭女士：+ 41 789 44 2092。 谢谢。
2010-7-1 16:51:06,小飞侠的星儿,晚6-9点兼职工,地点？工种？
2010-5-7 09:58:47,poyry,English Translater in the field of Bank Investment,"Wanted If you are very well in English - Chinese Translation (Oral und Spoken) in the field of Bank Investment, Please call 079 438 95 17 after 17:00. There is  a translation work for 2 days in Zürich. You will be well paid."
2010-6-29 11:45:23,11楼的猫,7月13号至16号寻蒙特勒，Vevy附近留学生有偿帮助,有个朋友在此期间在蒙特勒停留，每天上午她都有安排了，下午没什么事，本来打算自己带她周边到处走走的。但是不凑巧，公司请不到假，所以想到问问附近是否有留学生愿意帮忙有偿带一下。我朋友是个40多岁的女的，人很好的。有意向的请短信我，谢谢！
2010-6-24 23:29:42,xiexusong,洛桑中餐馆招服务生,"餐馆位于洛桑郊区，招服务生，女，有一定法语基础，8月份上班，CHF1800,包吃不包住。电话：021-7843421"
2010-6-23 18:17:38,剧中人,急寻瑞士导游兼司机，最好自备7座车！！！,我有7座车，租金每天450，租我每天750，一天一千两百瑞郎，你们包吃住，包保险。原意的话我马上去单位请假
2010-6-8 21:40:00,SF1,招聘德语翻译 Dolmetscher Chinesisch-Deutsch 40%,"本帖最后由 SF1 于 2010-6-8 22:42 编辑 Wir suchen ab sofort für unsere Praxis für chinesische Medizin in Kanton Luzern Praxisassistent / Praxisassistentin und Übersetzer /Übersetzerin 40%, jeweils dienstags und donnerstags. 
Sie sind für das Übersetzen zwischen den Patienten und den chinesischen Ärzten, sowie Sekretariatsarbeit in der Praxis zuständig. 
Wir wenden uns an eine pflichtbewusste und zuverlässige Persönlichkeit, die gute Kenntnisse in Deutsch und Chinesisch mitbringt. 
Wir bieten gute Arbeitsbedingungen, angenehmes Arbeitsklima und markgerechte Entlöhnung (13. Monatslohn). 
Haben wir Ihr Interesse geweckt? 
Dann rufen Sie uns noch heute an: 079 33 88 286."
2010-6-24 17:38:57,ccr,卢塞恩中餐招聘service(已过期）,"本帖最后由 ccr 于 2010-8-16 21:42 编辑 
此招聘已过期！"
2010-6-24 09:35:34,汉升旅游,招聘7月2日及14日伯尔尼地区翻译,"本帖最后由 汉升旅游 于 2010-6-24 10:37 编辑 
特此招聘伯尔尼地区翻译一名，共需翻译3次公务。要求:  德语，中文流利翻译内容： 知识产权（7月2日），税务（7月14日），教育体制（7月14日）公务地点： 伯尔尼知识产权局（7月2日下午2点），伯尔尼税务局（7月14日上午10点），伯尔尼教育局（7月14日下午2点）公务时间： 2小时工资：  一场翻译100CHF，交通费另外报销。
有意者请联系我们
座机        0221 25918274(周一至周五09:00-18:00 周六至周日09:00-12:00)
传真        0221 16942130
手机        0176 62001140(周一至周五09:00-21:00 周六至周日09:00-12:00)
Email        info@eutravel4u.com"
2010-6-7 21:02:08,yuanyuan22,找女生9月帮助带小孩,"有没有那个MM9月有空帮助带小孩的呢?只管早上送去上学,下午放学去接,其他时间自由包住,有工资,从8月31号开始,到9月末.地点是日内瓦."
2010-5-30 11:34:01,老藤,苏黎世中餐厅诚聘全职员工一名,"工作职位：厨房帮工
主要工作内容：备料，洗碗等
要求：有证
有意者请电：0786835280"
2010-6-13 15:22:27,pyramide,日内瓦6月23，24日做翻译,"我这里报上来一个中国团组，前来考察瑞士的防治吸毒工作。
需要一名懂医的学生或学者做翻译，请你做一个群发，是有报酬的工作。 
生物和化学方面的学者也可以。时间 ： 6月23日全天， 24日上午两小时。  祝好翟云
 SUNlight ACT S.A.
 10,avenue de Secheron
 1202 Geneve
 Switzerland
 Tel:0041 22 7411826/66
 Fax:0041 22 7412074
 [email=E-Mail%3Ainfo@sunlightact.com]E-Mail:info@sunlightact.com[/email]www.sunlightact.com"
2010-6-13 15:20:56,pyramide,日内瓦6月25日上午翻译,"有兴趣者，直接联系。你好我是来自法国对外促进经济贸易协会的刘君。我们有个中国代表团于6月25日上午在日内瓦市区举行2个小时的公务会议。主题是关于日内瓦环境保护和日内瓦城市建设，低碳生活的推广。因为原先合作的翻译, 因为世博的关系提前回国了, 所以我们紧急希望能够推荐在日内瓦读书的中国留学生担任此次有偿翻译的工作。会议全程使用英语或法语。非常感谢！做完公务翻译活动后，我们将付酬劳。有意者，请速联系我！刘君法国对外促进贸易协会Our website: www.fecpi.comEmail: heidouliu@163.com or heidouliu@hotmail.comTell: 00862584650440Fax: 00862584574650"
2010-6-8 00:33:01,潜水王,洛桑餐馆周末找服务员,"本帖最后由 潜水王 于 2010-6-8 10:33 编辑 
在市中心，要求会餐馆法语，对服务员工作熟习。每个周日上午8点到下午3点，平时做PART TIME 的。一个小时15郎。"
2010-6-8 10:55:44,Snak,chercher une serveuse ou un serveur,"Nous cherchons une serveuse ou un serveur du 11.juin au 11. juillet à 100% et environ 50% par la suite ( le soir et le week-end), 15frs/h. la personne doit parler le français (pour prendre les commandes). Le lieux de travail est à Vevey. Si vous êtes intéressé, appelez moi au 078-8302545."
2010-6-9 20:52:16,jasminecc,日内瓦法语翻译,"法国对外促进贸易协会招2个小时在日内瓦的公务会议，主题关于低碳环保和日内瓦城市建设。时间是6月25日左右。（目前是这么定行程的，还待最后确认）
联系: heidouliu@163.com"
2010-6-6 09:19:01,david_lee,招聘：暑假工作-家庭帮杂工,"本帖最后由 david_lee 于 2010-6-9 07:05 编辑 
暑假即临,为了给学生工作机会,我家正在找学生暑假期间帮忙做些杂工,包括花园整理,割草,修枝,种花,种树,搬运,锯木,钻孔,筑篱笆,拆杂物,打扫,漆墙,粉刷,其他杂工,等等.可以包吃包住.可以整工(星期一到星期五)也可以周末(星期六,日),地点Biel-Bienne,联系0764351333.
修改版beta1.001
鉴于招聘学生有贪便宜的嫌疑,本人决定是学生的都不可以来我家打工,是农民的同胞才可以打我电话来我家打这份工.是工人的同胞马马虎虎也算你可以吧,是解放军的同胞就不行了.
还有鉴于地区性的差异,北京,上海,香港,澳门,台湾,省会,或者人口大于500万的大城市的,持有当地出生证的同胞才可以到我这儿打工,因为他们的工资比较高,其他地区的同胞只能case by case逐一考察后才能决定."
2010-5-20 16:44:10,MICHELXU,招聘 日内瓦 6月4号下午法语临时翻译一名,"我公司因为工作需要 在6月4号下午 需要聘一名法语翻译
要求：法语口语流利
时间：6月4号下午 3点开始  估计1-2小时之间
酬劳以及支付方式 ：联系上具体谈 
联系方式：
邮箱：omylxs@hotmail.com
QQ:1043015115
如果能力优秀可以长期聘用。"

2010-5-23 22:50:04,zhengbang,luzern 招聘service和帮厨,我餐厅急需2名学生和帮厨，包吃住。有意者请来电，0414409933，找王先生。
2010-5-24 22:17:04,liang5188,招聘日本餐大厨,电话0788103679

2010-3-24 16:38:44,tonyaman,伯尔尼-全职工作机会,"Please include in your resume the authorization to Huawei to utilize your personnel data
能怎么利用"
2010-4-21 10:13:43,Snak,召SERVICE,工作地点是VEVEY，要求会法语。详情短信联系。
2010-5-3 14:02:35,hgghgg,找临时翻译,找个临时翻译这周四。会法语和中文的就行。。日内瓦需要。。待遇什么的我不是很清楚可以直接和我联系0041767505193
2010-5-5 15:39:16,MICHELXU,招聘 卢塞恩 德语 临时翻译,"因工作需要 在 6月22日 与外方有一场会议交流。
需要德语口语流利者 翻译一名  
德语-中文 口头互译
时间 6月22日上午 10点开始 大约2小时
薪酬：80欧元/场  两小时
支付方式：会议结束现场支付
如果有意者 请及时联系我，另外如果合作愉快 可以建立长期合作关系。本公司长期需要翻译/。
联系方式：
邮箱：omylxs@hotmail.com
     QQ:1043015115"

